epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
90,2.888424e-02,1.769407e+02,5.784508e-04,1.081131e-03,2980873.469,2.719506e-02,1.887227e+02,5.907616e-04,4.830346e-04,3021692.203,4.550000e-04,5.27,458.13
91,3.061651e-02,1.771820e+02,5.879554e-04,1.403751e-03,2982688.852,3.003951e-02,1.801992e+02,5.325465e-04,1.338825e-03,2919647.531,4.600000e-04,5.01,463.14
92,3.125092e-02,1.798667e+02,5.947361e-04,1.463378e-03,2983772.973,3.813867e-02,1.593964e+02,4.755547e-04,3.488695e-03,2836277.266,4.650000e-04,5.78,468.93
93,2.960533e-02,1.787084e+02,5.834803e-04,1.179938e-03,2981457.168,2.553830e-02,1.769116e+02,5.831581e-04,4.031130e-04,2969288.367,4.700000e-04,4.91,473.84
94,3.197118e-02,1.930162e+02,5.808051e-04,1.372301e-03,2982842.205,5.233080e-02,1.547753e+02,9.126343e-04,5.545385e-03,2785637.367,4.750000e-04,4.73,478.57
95,3.154486e-02,1.902923e+02,6.011153e-04,1.300897e-03,2980326.295,2.664940e-02,1.838974e+02,6.183423e-04,4.152463e-04,3043430.242,4.800000e-04,5.28,483.85
96,2.991857e-02,1.752552e+02,6.272228e-04,1.224166e-03,2982612.416,2.743901e-02,1.774946e+02,6.517018e-04,6.345066e-04,2999954.172,4.850000e-04,5.66,489.52
97,2.957197e-02,1.766514e+02,6.071628e-04,1.167040e-03,2982975.146,2.437966e-02,1.820578e+02,5.137380e-04,2.073009e-04,2979045.211,4.900000e-04,5.56,495.08
98,2.940911e-02,1.777240e+02,5.695073e-04,1.188327e-03,2983054.920,2.531533e-02,1.729329e+02,5.472369e-04,5.099356e-04,2942071.664,4.950000e-04,5.07,500.15
99,2.830972e-02,1.776548e+02,5.580926e-04,9.926645e-04,2982706.666,2.786900e-02,1.801544e+02,6.567762e-04,6.571598e-04,2953016.156,5.000000e-04,5.24,505.39
100,3.013993e-02,1.772378e+02,5.728235e-04,1.337583e-03,2982258.779,3.410875e-02,1.991362e+02,6.003874e-04,1.638252e-03,3082202.703,5.000000e-04,5.15,510.55
101,3.040565e-02,1.772772e+02,5.845791e-04,1.366427e-03,2982778.684,3.057302e-02,1.818395e+02,6.193803e-04,1.239054e-03,3092098.641,5.000000e-04,4.95,515.50
102,3.158031e-02,1.781162e+02,6.168137e-04,1.520111e-03,2982972.309,2.474079e-02,1.753982e+02,5.206491e-04,3.988956e-04,2963312.062,5.000000e-04,5.37,520.87
103,2.818412e-02,1.758365e+02,5.586775e-04,1.002740e-03,2982474.270,2.746193e-02,1.862967e+02,5.769782e-04,6.124949e-04,3000048.344,5.000000e-04,5.10,525.97
104,3.264711e-02,1.797537e+02,6.404444e-04,1.653458e-03,2981426.035,2.911205e-02,1.787152e+02,7.622547e-04,7.235959e-04,3064461.648,5.000000e-04,5.47,531.43
105,2.922227e-02,1.800413e+02,5.677957e-04,1.108037e-03,2984561.246,2.886673e-02,1.665531e+02,4.715836e-04,1.499117e-03,2903146.633,5.000000e-04,5.09,536.52
106,2.898362e-02,1.779823e+02,5.633859e-04,1.110306e-03,2981599.039,2.910837e-02,1.764954e+02,7.543951e-04,7.829760e-04,2952529.305,5.000000e-04,5.16,541.68
107,2.828301e-02,1.791366e+02,5.465067e-04,9.808575e-04,2984336.641,3.013959e-02,1.761453e+02,6.327518e-04,1.239508e-03,2906943.219,5.000000e-04,5.51,547.19
108,2.931709e-02,1.769241e+02,5.709303e-04,1.183074e-03,2981342.762,3.093431e-02,1.955258e+02,6.897956e-04,8.967557e-04,3082589.930,5.000000e-04,5.21,552.40
109,2.977656e-02,1.779040e+02,5.694762e-04,1.258280e-03,2982703.793,2.379413e-02,1.727806e+02,5.156005e-04,2.720126e-04,2983137.891,5.000000e-04,5.21,557.61
110,3.271224e-02,1.781967e+02,5.902998e-04,1.797916e-03,2982184.402,2.848481e-02,1.688819e+02,5.348295e-04,1.249665e-03,2908186.078,5.000000e-04,5.54,563.15
111,2.798956e-02,1.776301e+02,5.484146e-04,9.484823e-04,2983799.059,2.840657e-02,1.823978e+02,4.711198e-04,1.091118e-03,2994796.914,5.000000e-04,5.04,568.18
112,2.916889e-02,1.769071e+02,5.772182e-04,1.141200e-03,2983571.820,2.639463e-02,1.727155e+02,5.305529e-04,7.635112e-04,2930804.570,5.000000e-04,5.05,573.23
113,2.915723e-02,1.774393e+02,5.855380e-04,1.111584e-03,2982626.115,2.891198e-02,1.929928e+02,5.154819e-04,8.915763e-04,3078197.164,5.000000e-04,5.67,578.90
114,2.838651e-02,1.776696e+02,5.291304e-04,1.065648e-03,2984797.631,2.956169e-02,1.740109e+02,6.778866e-04,1.076347e-03,2977348.625,5.000000e-04,4.68,583.59
115,2.898951e-02,1.765395e+02,5.716350e-04,1.123844e-03,2982085.090,2.495606e-02,1.799918e+02,6.150650e-04,1.612471e-04,2993143.852,5.000000e-04,5.57,589.16
116,2.948760e-02,1.767494e+02,5.914814e-04,1.179569e-03,2982944.320,2.415028e-02,1.763088e+02,5.677175e-04,1.684444e-04,2990785.883,5.000000e-04,5.11,594.26
117,2.780992e-02,1.764163e+02,5.383007e-04,9.570553e-04,2984386.213,4.140285e-02,1.544802e+02,4.546100e-04,4.281744e-03,2813513.984,5.000000e-04,5.03,599.30
118,2.718714e-02,1.736487e+02,5.595266e-04,8.454020e-04,2983809.525,2.575435e-02,1.730552e+02,4.813792e-04,7.270066e-04,2943769.523,5.000000e-04,4.99,604.29
119,2.779247e-02,1.765273e+02,5.574011e-04,9.131470e-04,2983658.205,2.884789e-02,1.686404e+02,4.928654e-04,1.411040e-03,2897242.930,5.000000e-04,5.48,609.77
120,2.895142e-02,1.755299e+02,5.582688e-04,1.163148e-03,2982855.848,2.977068e-02,1.674624e+02,5.998036e-04,1.405281e-03,2891892.000,5.000000e-04,5.02,614.80
121,2.950285e-02,1.755697e+02,5.508236e-04,1.287529e-03,2982428.184,3.129135e-02,1.715734e+02,5.052891e-04,1.816225e-03,2883618.297,5.000000e-04,5.46,620.26
122,2.812699e-02,1.758826e+02,5.280441e-04,1.051659e-03,2983769.195,2.593902e-02,1.750171e+02,5.171615e-04,6.531398e-04,3026026.406,5.000000e-04,4.27,624.53
123,2.904898e-02,1.774538e+02,5.572420e-04,1.146236e-03,2982874.412,2.484793e-02,1.764578e+02,5.489893e-04,3.424514e-04,3018805.039,5.000000e-04,5.44,629.97
124,2.841263e-02,1.765629e+02,5.412974e-04,1.068674e-03,2983249.307,2.469416e-02,1.739045e+02,5.438108e-04,3.731208e-04,3007479.062,5.000000e-04,5.32,635.29
125,2.791228e-02,1.764515e+02,5.403055e-04,9.728155e-04,2983963.053,2.500625e-02,1.693642e+02,5.714068e-04,4.711518e-04,2953004.359,5.000000e-04,5.25,640.54
126,2.852798e-02,1.762087e+02,5.602010e-04,1.061019e-03,2984548.234,2.966038e-02,1.716541e+02,5.979683e-04,1.303058e-03,2906018.602,5.000000e-04,5.07,645.61
127,2.772499e-02,1.750736e+02,5.316146e-04,9.802966e-04,2983655.898,2.472496e-02,1.783248e+02,5.330420e-04,3.124127e-04,2960998.070,5.000000e-04,5.74,651.35
128,2.775553e-02,1.763995e+02,5.469233e-04,9.292693e-04,2982459.324,2.476252e-02,1.740521e+02,5.584246e-04,3.546125e-04,3016405.414,5.000000e-04,5.57,656.92
129,2.892217e-02,1.748007e+02,5.879145e-04,1.112591e-03,2984203.559,2.442872e-02,1.857309e+02,5.038372e-04,1.634529e-04,3008372.695,5.000000e-04,5.09,662.01
130,2.926700e-02,1.758424e+02,5.627235e-04,1.211104e-03,2984076.344,2.456611e-02,1.711378e+02,4.964993e-04,4.974685e-04,2948997.148,5.000000e-04,5.70,667.71
131,2.796421e-02,1.736858e+02,5.647783e-04,9.895693e-04,2983071.566,3.067053e-02,1.695866e+02,4.794445e-04,1.783485e-03,2881259.133,5.000000e-04,4.91,672.62
132,2.705210e-02,1.739058e+02,5.580511e-04,8.162016e-04,2983604.748,2.608724e-02,1.771990e+02,5.334694e-04,6.065281e-04,3050975.906,5.000000e-04,4.70,677.32
133,2.738042e-02,1.732513e+02,5.565523e-04,8.979537e-04,2985871.672,4.391779e-02,1.721176e+02,8.684038e-04,3.604398e-03,2839077.555,5.000000e-04,5.30,682.62
134,2.942364e-02,1.753706e+02,5.524459e-04,1.272424e-03,2983036.715,2.916870e-02,1.682695e+02,4.884849e-04,1.491381e-03,2896346.688,5.000000e-04,5.00,687.62
135,2.604876e-02,1.725458e+02,5.280084e-04,7.028199e-04,2983375.959,2.883116e-02,1.733047e+02,4.777102e-04,1.344718e-03,2936641.523,5.000000e-04,4.73,692.35
136,2.770678e-02,1.744399e+02,5.665298e-04,9.194992e-04,2984302.902,4.062087e-02,1.620406e+02,4.541990e-04,3.974965e-03,2841618.477,5.000000e-04,4.36,696.71
137,2.817634e-02,1.755714e+02,5.476375e-04,1.028566e-03,2983313.537,2.801379e-02,1.700066e+02,6.693422e-04,8.639407e-04,2935670.492,5.000000e-04,5.31,702.02
138,2.710242e-02,1.750698e+02,5.391486e-04,8.407917e-04,2983795.023,2.441768e-02,1.684908e+02,5.659960e-04,3.817273e-04,2964225.820,5.000000e-04,4.91,706.93
139,2.728408e-02,1.740018e+02,5.265550e-04,9.236696e-04,2983144.814,2.663549e-02,1.654547e+02,4.925398e-04,1.032924e-03,2938945.195,5.000000e-04,4.77,711.70
140,2.618187e-02,1.753502e+02,5.169396e-04,6.954906e-04,2985332.465,2.495587e-02,1.653471e+02,5.265410e-04,6.311499e-04,2939680.180,5.000000e-04,5.43,717.13
141,2.680775e-02,1.743570e+02,5.244833e-04,8.254424e-04,2982642.910,3.704329e-02,1.882091e+02,5.904149e-04,2.463645e-03,3137968.531,5.000000e-04,5.09,722.22
142,2.780805e-02,1.742478e+02,5.319865e-04,1.012680e-03,2985557.736,3.179743e-02,1.577486e+02,5.042623e-04,2.195989e-03,2864266.141,5.000000e-04,5.16,727.38
143,2.705470e-02,1.733445e+02,5.500965e-04,8.438572e-04,2982779.207,2.967722e-02,1.862330e+02,5.443669e-04,1.122050e-03,3088091.992,5.000000e-04,5.44,732.81
144,2.710681e-02,1.736747e+02,5.442790e-04,8.593091e-04,2985123.586,2.395401e-02,1.747809e+02,4.850120e-04,3.251600e-04,2966067.602,5.000000e-04,5.29,738.10
145,2.644001e-02,1.729972e+02,5.408650e-04,7.463281e-04,2984552.152,2.644384e-02,1.662076e+02,6.037259e-04,7.571651e-04,2927137.008,5.000000e-04,4.86,742.97
