epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
122,2.759898e-02,6.734252e+01,1.179516e-03,1.813913e-03,2984927.656,2.256987e-02,6.021677e+01,1.360062e-03,5.895157e-04,3021188.984,5.000000e-04,8.45,1042.83
123,2.368494e-02,6.255806e+01,1.295174e-03,8.954783e-04,2987929.861,5.583744e-02,6.451347e+01,2.179228e-03,5.518762e-03,2798534.203,5.000000e-04,8.34,1051.17
124,2.586208e-02,6.563019e+01,1.176636e-03,1.506539e-03,2984959.359,3.670666e-02,8.393330e+01,1.408276e-03,2.846113e-03,3126256.609,5.000000e-04,8.33,1059.50
125,2.582387e-02,6.837084e+01,1.221239e-03,1.354879e-03,2985771.527,1.869764e-02,5.646705e+01,1.113229e-03,3.837300e-04,2996967.570,5.000000e-04,8.68,1068.19
126,2.571142e-02,6.835774e+01,1.326315e-03,1.122499e-03,2986207.080,2.655446e-02,5.767448e+01,1.836158e-03,4.850863e-04,3002522.805,5.000000e-04,8.51,1076.70
127,2.336035e-02,6.175188e+01,1.030803e-03,1.375427e-03,2987162.904,1.261927e-02,6.167328e+01,4.115122e-04,4.673646e-04,3049533.875,5.000000e-04,8.80,1085.51
128,2.347570e-02,6.172469e+01,1.086867e-03,1.286912e-03,2987200.117,1.270446e-02,5.639855e+01,2.849911e-04,8.429395e-04,2989651.109,5.000000e-04,8.71,1094.22
129,2.246237e-02,6.259542e+01,9.811434e-04,1.278278e-03,2987731.605,1.514917e-02,6.662698e+01,4.783977e-04,7.404983e-04,2936524.086,5.000000e-04,8.47,1102.69
130,2.215433e-02,6.072673e+01,1.020589e-03,1.175153e-03,2986763.904,1.843907e-02,5.943024e+01,9.788370e-04,5.415358e-04,3028063.648,5.000000e-04,8.40,1111.10
131,2.049090e-02,6.018774e+01,8.684553e-04,1.157514e-03,2988906.908,2.328728e-02,6.514517e+01,1.162174e-03,1.030204e-03,2940538.469,5.000000e-04,8.59,1119.69
132,2.113986e-02,5.922839e+01,9.640305e-04,1.115342e-03,2987755.609,1.563027e-02,6.112722e+01,6.906300e-04,5.222488e-04,2988839.867,5.000000e-04,8.71,1128.40
133,2.508831e-02,6.290727e+01,1.287617e-03,1.184282e-03,2986129.137,1.956861e-02,6.020743e+01,5.390261e-04,1.631522e-03,3108772.594,5.000000e-04,8.67,1137.08
134,2.018428e-02,5.856552e+01,8.805679e-04,1.104410e-03,2990141.510,6.617459e-02,5.775457e+01,2.796744e-03,6.486340e-03,2778297.367,5.000000e-04,8.58,1145.66
135,2.401813e-02,6.129186e+01,1.097793e-03,1.382203e-03,2986501.193,1.477436e-02,5.564774e+01,7.569745e-04,3.279677e-04,3004548.344,5.000000e-04,8.84,1154.50
